Recency,Frequency,Monetary,Cluster
13,10,3997.98,3
199,5,1143.27,1
57,2,245.81,3
11,2,182.77,3
97,4,1225.41,3
255,1,56.4,1
25,3,665.86,3
21,3,658.57,3
159,2,188.02,1
72,2,283.47,3
53,1,131.94,3
85,2,278.74,3
153,4,1865.19,1
74,2,1117.9,3
281,1,225.9,1
27,14,1965.55,3
30,1,106.1,3
25,1,323.04,3
180,2,350.39,1
40,4,697.9,3
22,3,780.43,3
22,10,3055.93,3
37,9,1199.01,3
82,3,1285.04,3
74,1,512.31,3
11,1,546.04,3
16,12,5411.91,3
4,39,7837.73,0
13,4,732.16,3
14,5,1770.88,3
37,4,36.56,3
4,3,387.68,3
72,7,3704.87,3
51,1,298.4,3
5,5,1995.46,3
23,4,1820.09,3
299,1,889.24,1
2,3,398.7,3
33,1,35.400000000000006,3
50,1,155.37,3
3,3,350.64,3
47,1,110.21,3
42,8,1593.38,3
27,5,2779.3,3
42,1,338.8,3
2,124,40991.57,2
303,1,205.48,1
107,1,51.56,3
85,1,2033.1,3
81,9,901.2,3
218,4,605.8000000000001,1
372,34,5391.21,0
12,2,114.34,3
185,2,311.26,1
373,1,208.97,1
2,4,1418.03,3
4,23,26879.04,0
6,12,5155.66,3
305,1,148.21,1
369,1,252.8,1
3,8,2100.8,3
324,1,330.9,1
59,6,3160.0,3
13,3,597.5,3
31,20,10526.32,0
143,1,329.65,3
30,6,1197.1,3
107,5,428.18,3
2,12,1894.35,3
205,1,155.9,1
80,5,1859.16,3
185,6,683.46,1
170,1,237.61,1
44,1,379.45,3
174,1,178.51999999999998,1
365,1,458.92,1
304,1,133.35000000000002,1
3,4,671.77,3
4,4,717.45,3
12,1,190.19,3
32,3,899.61,3
129,1,111.35,3
21,8,726.05,3
212,2,203.87,1
323,2,602.09,1
162,1,203.86,1
56,3,244.1,3
225,1,112.25,1
72,8,1119.81,3
44,1,98.0,3
23,1,256.32,3
173,3,566.6,1
85,2,152.06,3
159,1,155.8,1
190,2,112.2,1
29,1,110.38,3
21,1,191.67,3
71,4,800.24,3
247,1,72.9,1
374,1,243.28,1
9,1,366.23,3
310,5,311.01,1
59,2,411.6,3
4,1,336.43,3
45,3,341.28,3
88,1,1304.04,3
4,17,4204.1,0
64,4,826.52,3
282,1,207.50000000000003,1
12,7,2962.5,3
373,1,244.08,1
133,2,397.29,3
45,2,212.54,3
11,4,843.0,3
36,5,1740.48,3
134,2,408.36,3
29,3,1331.57,3
52,2,704.25,3
138,2,145.79,3
5,1,389.84,3
9,7,4301.22,3
160,1,99.14,1
49,10,4106.4400000000005,3
131,1,304.56,3
8,1,77.50000000000001,3
233,2,149.57999999999998,1
37,1,176.68,3
147,1,358.56000000000006,1
1,45,58510.48,0
72,3,482.2,3
40,3,1008.54,3
5,12,2332.72,3
199,4,557.3,1
249,1,12.75,1
66,1,111.68,3
117,1,508.4599999999999,3
171,1,73.78,1
21,39,1296.44,0
142,1,102.83,3
32,2,471.7,3
38,14,2622.57,3
38,5,1098.43,3
372,1,123.07,1
374,1,277.35,1
166,2,228.2,1
211,1,582.59,1
242,1,136.04,1
52,1,337.04,3
25,3,740.79,3
15,13,4488.81,3
372,1,353.19,1
29,1,288.14,3
365,1,300.92,1
36,4,757.71,3
166,3,811.45,1
145,1,152.68,1
22,1,634.95,3
56,1,20.8,3
185,1,198.57,1
12,7,201.12,3
237,3,630.84,1
225,2,93.35,1
122,4,678.49,3
282,1,76.1,1
74,8,1970.67,3
37,2,382.06,3
12,2,417.23,3
362,1,169.47,1
4,2,249.72,3
23,1,444.68,3
70,9,2116.19,3
235,1,257.34,1
257,1,174.8,1
373,1,102.79,1
155,2,187.29,1
28,1,166.42,3
4,1,120.03,3
32,5,1483.56,3
81,3,523.0,3
108,2,122.14,3
52,1,38.45,3
36,1,668.11,3
153,2,389.78,1
99,1,115.31,3
4,2,230.65,3
334,1,73.5,1
65,1,97.97,3
22,2,422.88,3
36,3,730.4,3
32,3,405.62,3
154,6,70.02,1
19,2,357.20000000000005,3
12,21,4183.39,0
54,1,165.04999999999998,3
25,3,559.51,3
4,10,2088.6,3
45,1,189.4,3
203,2,172.29000000000002,1
359,1,74.4,1
71,1,300.02,3
7,10,6784.1900000000005,3
288,1,363.65,1
10,1,170.16,3
23,3,306.46,3
22,10,2119.41,3
173,3,720.52,1
133,2,814.0,3
6,14,2392.83,3
75,1,318.0,3
40,1,396.33,3
289,1,101.7,1
26,5,2036.67,3
258,2,453.0,1
186,1,247.44,1
114,12,3877.52,3
374,1,489.6,1
23,10,2611.75,3
8,11,2633.01,3
217,2,336.13,1
45,4,3651.97,3
19,2,1231.5,3
36,3,343.45,3
26,1,703.37,3
16,1,90.48,3
330,2,689.95,1
274,1,101.34,1
98,2,4055.7199999999993,3
61,1,167.67000000000002,3
2,11,9068.26,3
93,4,2106.52,3
82,7,3017.3,3
313,2,580.0500000000001,1
12,3,911.15,3
8,6,2697.8,3
127,1,168.31,3
11,2,223.65,3
1,60,259657.3,2
37,1,754.64,3
38,1,113.48000000000002,3
330,1,430.7,1
254,1,271.0,1
2,26,8052.97,0
20,1,236.3,3
12,2,352.69,3
369,1,76.32000000000001,1
290,1,220.1,1
68,8,1418.03,3
26,1,320.72,3
11,26,5653.82,0
368,1,181.12,1
214,1,111.15,1
149,2,673.1,1
8,6,1826.21,3
24,2,589.4399999999999,3
30,4,1142.99,3
61,1,206.83,3
19,3,348.73,3
243,1,112.55,1
15,3,1059.39,3
212,1,931.5,1
29,5,681.9100000000001,3
63,3,784.33,3
295,1,152.65,1
18,6,8438.34,3
157,2,1019.52,1
117,2,1000.16,3
8,12,2888.75,3
13,4,2861.55,3
141,2,160.35000000000002,3
46,2,179.33999999999995,3
51,3,612.0799999999999,3
32,3,566.58,3
135,2,653.35,3
3,2,399.19,3
75,3,371.62,3
13,2,734.94,3
9,2,453.4,3
301,1,530.15,1
57,2,638.0600000000001,3
15,5,1618.69,3
37,1,399.65,3
177,1,302.46000000000004,1
23,3,1384.86,3
176,6,1169.94,1
61,1,202.65,3
33,3,980.31,3
59,5,1231.31,3
15,20,7561.68,0
87,4,2106.84,3
7,1,104.0,3
358,1,476.35,1
31,6,1341.42,3
129,4,1590.81,3
9,6,1793.17,3
5,6,1843.75,3
24,1,382.8,3
227,2,632.07,1
15,1,49.8,3
249,1,304.25,1
15,3,2001.04,3
78,2,1090.24,3
192,2,284.46000000000004,1
262,1,207.8,1
72,1,957.97,3
165,1,243.76,1
82,1,973.84,3
95,2,689.13,3
4,17,5425.56,0
106,1,163.8,3
200,3,1396.99,1
157,1,160.42000000000002,1
71,3,1993.7,3
36,2,517.36,3
29,1,139.10000000000002,3
2,6,2621.38,3
26,5,600.07,3
326,1,248.42,1
237,1,232.48,1
89,1,299.34000000000003,3
31,1,481.75,3
29,2,621.75,3
211,2,662.08,1
3,10,2069.77,3
227,1,305.28000000000003,1
22,5,1041.61,3
93,1,443.0,3
5,14,6484.54,0
264,1,158.95000000000002,1
3,12,5509.12,3
44,11,5228.05,3
218,1,93.75,1
57,2,779.9,3
12,20,7276.900000000001,0
9,7,2810.2000000000003,3
192,5,2083.27,1
82,4,592.97,3
326,1,440.0,1
72,3,1796.48,3
30,6,882.24,3
3,5,987.1,3
219,5,1561.61,1
46,1,422.58,3
10,17,2073.09,0
72,4,2232.49,3
7,7,2567.06,3
24,2,596.1,3
123,2,804.02,3
17,1,95.34,3
310,1,349.27,1
87,1,4314.72,3
51,2,526.67,3
89,1,103.3,3
39,8,2337.63,3
25,3,2338.6000000000004,3
173,6,2643.2000000000003,1
43,2,324.24,3
140,1,149.48,3
26,3,1213.16,3
72,2,801.51,3
134,1,25.5,3
366,1,168.6,1
38,2,283.15,3
3,6,3078.58,3
2,3,204.0,3
30,1,175.92,3
44,1,335.86,3
58,1,110.38,3
74,1,173.9,3
278,1,180.6,1
181,1,80.82,1
8,2,178.05,3
4,16,2094.88,0
43,3,1837.28,3
